N� EXPEDIENTE;DISTRITO;FECHA DENUNCIA;ORDENANZA;ART�CULO;CALIFICACI�N ; CUANT�A ; FECHA INICIO ; FECHA TERMINACI�N;CAUSA TERMINACION
131/2017/22544;CENTRO;18/02/2017;OLEPGR;87.1 a);GRAVE;751;04/07/2017;10/10/2017;SANCI�N
131/2017/22549;CENTRO;18/02/2017;OLEPGR;87.1 a);GRAVE;751;04/07/2017;10/11/2017;SANCI�N
131/2017/22554;CENTRO;17/02/2017;OLEPGR;87.1 a);GRAVE;751;04/07/2017;08/11/2017;SANCI�N
131/2017/22592;CENTRO;18/02/2017;OLEPGR;87.1 a);GRAVE;751;04/07/2017;11/11/2017;SANCI�N
131/2017/22615;CENTRO;18/02/2017;OLEPGR;87.1 a);GRAVE;751;04/07/2017;23/11/2017;SANCI�N
131/2017/23338;CENTRO;10/08/2016;OLEPGR;87.1 a);GRAVE;751;11/07/2017;17/10/2017;SANCI�N
131/2017/23387;CENTRO;18/02/2017;OLEPGR;87.1 a);GRAVE;751;11/07/2017;25/10/2017;SANCI�N
131/2017/23405;CENTRO;19/02/2017;OLEPGR;87.1 a);GRAVE;751;11/07/2017;26/09/2017;SANCI�N
131/2017/23425;CENTRO;19/02/2017;OLEPGR;87.1 a);GRAVE;751;11/07/2017;07/11/2017;SANCI�N
131/2017/23428;CENTRO;17/02/2017;OLEPGR;87.1 a);GRAVE;751;11/07/2017;25/10/2017;SANCI�N
131/2017/23447;CENTRO;18/02/2017;OLEPGR;87.1 a);GRAVE;751;11/07/2017;20/11/2017;SANCI�N
131/2017/24298;CENTRO;01/03/2017;OLEPGR;87.1 a);GRAVE;751;18/07/2017;21/12/2017;SANCI�N
131/2017/24300;CENTRO;03/03/2017;OLEPGR;87.1 a);GRAVE;751;18/07/2017;02/12/2017;SANCI�N
131/2017/24344;CENTRO;07/03/2017;OLEPGR;87.1 a);GRAVE;751;18/07/2017;;
131/2017/24649;CENTRO;04/03/2017;OLEPGR;87.1 a);GRAVE;751;20/07/2017;24/11/2017;SANCI�N
131/2017/24661;CENTRO;04/03/2017;OLEPGR;87.1 a);GRAVE;751;20/07/2017;31/10/2017;SANCI�N
131/2017/24699;CENTRO;05/03/2017;OLEPGR;87.1 a);GRAVE;751;20/07/2017;13/12/2017;SANCI�N
131/2017/24702;CENTRO;05/03/2017;OLEPGR;87.1 a);GRAVE;751;20/07/2017;23/11/2017;SANCI�N
131/2017/24709;CENTRO;05/03/2017;OLEPGR;87.1 a);GRAVE;751;20/07/2017;04/12/2017;SANCI�N
131/2017/24711;CENTRO;06/03/2017;OLEPGR;87.1 a);GRAVE;751;20/07/2017;21/12/2017;SANCI�N
131/2017/24715;CENTRO;05/03/2017;OLEPGR;87.1 a);GRAVE;751;20/07/2017;;
131/2017/24716;CENTRO;05/03/2017;OLEPGR;87.1 a);GRAVE;751;20/07/2017;;
131/2017/24728;CENTRO;05/03/2017;OLEPGR;87.1 a);GRAVE;751;20/07/2017;25/09/2017;SANCI�N
131/2017/24739;CENTRO;05/03/2017;OLEPGR;87.1 a);GRAVE;751;20/07/2017;25/09/2017;SANCI�N
131/2017/28865;CENTRO;05/03/2017;OLEPGR;87.1 a);GRAVE;751;07/09/2017;;
131/2017/28884;CENTRO;16/04/2017;OLEPGR;87.1 a);GRAVE;751;07/09/2017;11/12/2017;SANCI�N
131/2017/28905;CENTRO;29/04/2017;OLEPGR;87.1 a);GRAVE;751;07/09/2017;07/12/2017;SANCI�N
131/2017/28912;CENTRO;29/04/2017;OLEPGR;87.1 a);GRAVE;751;07/09/2017;;
131/2017/28918;CENTRO;20/04/2017;OLEPGR;87.1 a);GRAVE;751;07/09/2017;15/12/2017;SANCI�N
131/2017/28924;CENTRO;16/04/2017;OLEPGR;87.1 a);GRAVE;751;07/09/2017;11/12/2017;SANCI�N
131/2017/28925;CENTRO;04/03/2017;OLEPGR;87.1 a);GRAVE;751;07/09/2017;;
131/2017/28926;CENTRO;05/03/2017;OLEPGR;87.1 a);GRAVE;751;07/09/2017;;
131/2017/28929;CENTRO;16/04/2017;OLEPGR;87.1 a);GRAVE;751;07/09/2017;07/12/2017;SANCI�N
131/2017/28982;CENTRO;30/04/2017;OLEPGR;87.1 a);GRAVE;751;07/09/2017;;
131/2017/29023;CENTRO;30/04/2017;OLEPGR;87.1 a);GRAVE;751;07/09/2017;;
131/2017/29070;CENTRO;30/04/2017;OLEPGR;87.1 a);GRAVE;751;07/09/2017;;
131/2017/29072;CENTRO;28/04/2017;OLEPGR;87.1 a);GRAVE;751;07/09/2017;;
131/2017/29082;CENTRO;29/04/2017;OLEPGR;87.1 a);GRAVE;751;07/09/2017;31/10/2017;SANCI�N
131/2017/29084;CENTRO;29/04/2017;OLEPGR;87.1 a);GRAVE;751;07/09/2017;;
131/2017/29095;CENTRO;09/04/2017;OLEPGR;87.1 a);GRAVE;751;07/09/2017;22/01/2018;SANCI�N
131/2017/29099;CENTRO;09/04/2017;OLEPGR;87.1 a);GRAVE;751;07/09/2017;;
131/2017/29116;CENTRO;30/04/2017;OLEPGR;87.1 a);GRAVE;751;07/09/2017;31/10/2017;SANCI�N
131/2017/29118;CENTRO;30/04/2017;OLEPGR;87.1 a);GRAVE;751;07/09/2017;;
131/2017/29129;CENTRO;30/04/2017;OLEPGR;87.1 a);GRAVE;751;07/09/2017;24/11/2017;SANCI�N
131/2017/29131;CENTRO;29/04/2017;OLEPGR;87.1 a);GRAVE;751;07/09/2017;21/12/2017;SANCI�N
131/2017/29206;CENTRO;30/04/2017;OLEPGR;87.1 a);GRAVE;751;07/09/2017;;
131/2017/29729;CENTRO;15/04/2017;OLEPGR;87.1 a);GRAVE;751;11/09/2017;;
131/2017/29742;CENTRO;08/04/2017;OLEPGR;87.1 a);GRAVE;751;11/09/2017;;
131/2017/29778;CENTRO;20/03/2017;OLEPGR;87.1 a);GRAVE;751;11/09/2017;;
131/2017/29795;CENTRO;25/03/2017;OLEPGR;87.1 a);GRAVE;751;11/09/2017;30/10/2017;SANCI�N
131/2017/29873;CENTRO;26/03/2017;OLEPGR;87.1 a);GRAVE;751;11/09/2017;;
131/2017/29879;CENTRO;09/03/2017;OLEPGR;87.1 a);GRAVE;751;11/09/2017;13/11/2017;SANCI�N
131/2017/29883;CENTRO;11/03/2017;OLEPGR;87.1 a);GRAVE;751;11/09/2017;;
131/2017/29888;CENTRO;11/03/2017;OLEPGR;87.1 a);GRAVE;751;12/09/2017;;
131/2017/29912;CENTRO;11/03/2017;OLEPGR;87.1 a);GRAVE;751;12/09/2017;11/12/2017;SANCI�N
131/2017/29952;CENTRO;12/03/2017;OLEPGR;87.1 a);GRAVE;751;12/09/2017;05/12/2017;SANCI�N
131/2017/29964;CENTRO;26/03/2017;OLEPGR;87.1 a);GRAVE;751;12/09/2017;;
131/2017/29968;CENTRO;12/03/2017;OLEPGR;87.1 a);GRAVE;751;12/09/2017;;
131/2017/29987;CENTRO;12/03/2017;OLEPGR;87.1 a);GRAVE;751;12/09/2017;;
131/2017/29996;CENTRO;12/03/2017;OLEPGR;87.1 a);GRAVE;751;12/09/2017;28/12/2017;SANCI�N
131/2017/30002;CENTRO;12/03/2017;OLEPGR;87.1 a);GRAVE;751;12/09/2017;14/12/2017;SANCI�N
131/2017/30010;CENTRO;12/03/2017;OLEPGR;87.1 a);GRAVE;751;12/09/2017;05/12/2017;SANCI�N
131/2017/30019;CENTRO;18/03/2017;OLEPGR;87.1 a);GRAVE;751;12/09/2017;;
131/2017/30024;CENTRO;18/03/2017;OLEPGR;87.1 a);GRAVE;751;12/09/2017;30/10/2017;SANCI�N
131/2017/30027;CENTRO;18/03/2017;OLEPGR;87.1 a);GRAVE;751;12/09/2017;12/12/2017;SANCI�N
131/2017/30283;CENTRO;18/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;07/11/2017;SANCI�N
131/2017/30292;CENTRO;18/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;;
131/2017/30302;CENTRO;19/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;07/12/2017;SANCI�N
131/2017/30307;CENTRO;19/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;11/12/2017;SANCI�N
131/2017/30309;CENTRO;19/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;;
131/2017/30317;CENTRO;19/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;;
131/2017/30320;CENTRO;19/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;02/01/2018;SANCI�N
131/2017/30323;CENTRO;20/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;;
131/2017/30345;CENTRO;18/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;;
131/2017/30369;CENTRO;18/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;18/12/2017;SANCI�N
131/2017/30484;CENTRO;20/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;;
131/2017/30487;CENTRO;20/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;;
131/2017/30491;CENTRO;20/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;26/12/2017;SANCI�N
131/2017/30492;CENTRO;20/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;;
131/2017/30494;CENTRO;25/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;;
131/2017/30525;CENTRO;19/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;09/12/2017;SANCI�N
131/2017/30574;CENTRO;11/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;03/11/2017;SANCI�N
131/2017/30583;CENTRO;11/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;03/11/2017;SANCI�N
131/2017/30588;CENTRO;11/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;15/12/2017;SANCI�N
131/2017/30593;CENTRO;11/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;20/12/2017;SANCI�N
131/2017/30598;CENTRO;11/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;03/01/2018;SANCI�N
131/2017/30611;CENTRO;11/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;;
131/2017/30630;CENTRO;11/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;;
131/2017/30647;CENTRO;12/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;28/12/2017;SANCI�N
131/2017/30652;CENTRO;12/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;;
131/2017/30660;CENTRO;12/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;28/11/2017;SANCI�N
131/2017/30663;CENTRO;12/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;31/10/2017;SANCI�N
131/2017/30664;CENTRO;12/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;;
131/2017/30667;CENTRO;11/03/2017;OLEPGR;87.1 a);GRAVE;751;19/09/2017;03/11/2017;SANCI�N
131/2017/31572;CENTRO;12/11/2016;OLEPGR;87.1 a);GRAVE;751;26/09/2017;;
131/2017/31597;CENTRO;19/03/2017;OLEPGR;87.1 a);GRAVE;751;26/09/2017;;
131/2017/31609;CENTRO;19/03/2017;OLEPGR;87.1 a);GRAVE;751;26/09/2017;;
131/2017/31619;CENTRO;19/03/2017;OLEPGR;87.1 a);GRAVE;751;26/09/2017;05/12/2017;SANCI�N
131/2017/31621;CENTRO;20/03/2017;OLEPGR;87.1 a);GRAVE;751;26/09/2017;07/12/2017;SANCI�N
131/2017/31625;CENTRO;20/03/2017;OLEPGR;87.1 a);GRAVE;751;26/09/2017;12/12/2017;SANCI�N
131/2017/31630;CENTRO;19/03/2017;OLEPGR;87.1 a);GRAVE;751;26/09/2017;;
131/2017/31646;CENTRO;20/03/2017;OLEPGR;87.1 a);GRAVE;751;26/09/2017;16/11/2017;SANCI�N
131/2017/31752;CENTRO;20/03/2017;OLEPGR;87.1 a);GRAVE;751;26/09/2017;11/12/2017;SANCI�N
131/2017/31757;CENTRO;20/03/2017;OLEPGR;87.1 a);GRAVE;751;26/09/2017;13/12/2017;SANCI�N
131/2017/31760;CENTRO;20/03/2017;OLEPGR;87.1 a);GRAVE;751;26/09/2017;;
131/2017/31783;CENTRO;19/03/2017;OLEPGR;87.1 a);GRAVE;751;26/09/2017;;
131/2017/31805;CENTRO;18/03/2017;OLEPGR;87.1 a);GRAVE;751;26/09/2017;22/11/2017;SANCI�N
131/2017/31807;CENTRO;18/03/2017;OLEPGR;87.1 a);GRAVE;751;26/09/2017;;
131/2017/31849;CENTRO;18/03/2017;OLEPGR;87.1 a);GRAVE;751;26/09/2017;;
131/2017/31855;CENTRO;19/03/2017;OLEPGR;87.1 a);GRAVE;751;26/09/2017;;
131/2017/31861;CENTRO;19/03/2017;OLEPGR;87.1 a);GRAVE;751;26/09/2017;24/11/2017;SANCI�N
131/2017/31874;CENTRO;18/03/2017;OLEPGR;87.1 a);GRAVE;751;26/09/2017;29/12/2018;SANCI�N
131/2017/31877;CENTRO;18/03/2017;OLEPGR;87.1 a);GRAVE;751;26/09/2017;;
131/2017/31891;CENTRO;18/03/2017;OLEPGR;87.1 a);GRAVE;751;26/09/2017;07/12/2017;SANCI�N
131/2017/31895;CENTRO;18/03/2017;OLEPGR;87.1 a);GRAVE;751;26/09/2017;22/11/2017;SANCI�N
131/2017/31900;CENTRO;18/03/2017;OLEPGR;87.1 a);GRAVE;751;26/09/2017;;
131/2017/31902;CENTRO;18/03/2017;OLEPGR;87.1 a);GRAVE;751;26/09/2017;;
131/2017/32537;CENTRO;26/03/2017;OLEPGR;87.1 a);GRAVE;751;03/10/2017;28/12/2017;SANCI�N
131/2017/32578;CENTRO;26/03/2017;OLEPGR;87.1 a);GRAVE;751;03/10/2017;;
131/2017/32585;CENTRO;15/04/2017;OLEPGR;87.1 a);GRAVE;751;03/10/2017;;
131/2017/32587;CENTRO;14/04/2017;OLEPGR;87.1 a);GRAVE;751;03/10/2017;26/12/2017;SANCI�N
131/2017/32591;CENTRO;14/04/2017;OLEPGR;87.1 a);GRAVE;751;03/10/2017;;
131/2017/32624;CENTRO;15/04/2017;OLEPGR;87.1 a);GRAVE;751;04/10/2017;27/11/2017;SANCI�N
131/2017/32632;CENTRO;26/03/2017;OLEPGR;87.1 a);GRAVE;751;03/10/2017;;
131/2017/32634;CENTRO;15/04/2017;OLEPGR;87.1 a);GRAVE;751;04/10/2017;;
131/2017/32635;CENTRO;14/04/2017;OLEPGR;87.1 a);GRAVE;751;03/10/2017;;
131/2017/32644;CENTRO;14/04/2017;OLEPGR;87.1 a);GRAVE;751;04/10/2017;;
131/2017/32649;CENTRO;13/04/2017;OLEPGR;87.1 a);GRAVE;751;04/10/2017;;
131/2017/32650;CENTRO;13/04/2017;OLEPGR;87.1 a);GRAVE;751;03/10/2017;;
131/2017/32664;CENTRO;27/03/2017;OLEPGR;87.1 a);GRAVE;751;03/10/2017;;
131/2017/32665;CENTRO;15/04/2017;OLEPGR;87.1 a);GRAVE;751;03/10/2017;;
131/2017/32666;CENTRO;28/03/2017;OLEPGR;87.1 a);GRAVE;751;03/10/2017;;
131/2017/32697;CENTRO;13/04/2017;OLEPGR;87.1 a);GRAVE;751;04/10/2017;04/12/2017;SANCI�N
131/2017/32701;CENTRO;09/04/2017;OLEPGR;87.1 a);GRAVE;751;04/10/2017;13/12/2017;SANCI�N
131/2017/32713;CENTRO;09/04/2017;OLEPGR;87.1 a);GRAVE;751;04/10/2017;12/12/2017;SANCI�N
131/2017/32726;CENTRO;13/04/2017;OLEPGR;87.1 a);GRAVE;751;04/10/2017;04/12/2017;SANCI�N
131/2017/32733;CENTRO;16/04/2017;OLEPGR;87.1 a);GRAVE;751;04/10/2017;;
131/2017/32758;CENTRO;16/04/2017;OLEPGR;87.1 a);GRAVE;751;04/10/2017;27/11/2017;SANCI�N
131/2017/32806;CENTRO;16/04/2017;OLEPGR;87.1 a);GRAVE;751;04/10/2017;;
131/2017/32807;CENTRO;16/04/2017;OLEPGR;87.1 a);GRAVE;751;04/10/2017;;
131/2017/32842;CENTRO;16/04/2017;OLEPGR;87.1 a);GRAVE;751;04/10/2017;;
131/2017/32898;CENTRO;26/03/2017;OLEPGR;87.1 a);GRAVE;751;04/10/2017;;
131/2017/34046;CENTRO;29/04/2017;OLEPGR;87.1 a);GRAVE;751;10/10/2017;;
131/2017/34049;CENTRO;30/04/2017;OLEPGR;87.1 a);GRAVE;751;10/10/2017;;
131/2017/34051;CENTRO;30/04/2017;OLEPGR;87.1 a);GRAVE;751;10/10/2017;;
131/2017/34072;CENTRO;01/04/2017;OLEPGR;87.1 a);GRAVE;751;10/10/2017;;
131/2017/34075;CENTRO;08/04/2017;OLEPGR;87.1 a);GRAVE;751;10/10/2017;;
131/2017/34080;CENTRO;02/04/2017;OLEPGR;87.1 a);GRAVE;751;10/10/2017;;
131/2017/34087;CENTRO;23/04/2017;OLEPGR;87.1 a);GRAVE;751;10/10/2017;;
131/2017/34094;CENTRO;13/04/2017;OLEPGR;87.1 a);GRAVE;751;10/10/2017;04/12/2017;SANCI�N
131/2017/34110;CENTRO;13/04/2017;OLEPGR;87.1 a);GRAVE;751;10/10/2017;;
131/2017/34163;CENTRO;02/04/2017;OLEPGR;87.1 a);GRAVE;751;10/10/2017;;
131/2017/34174;CENTRO;08/04/2017;OLEPGR;87.1 a);GRAVE;751;10/10/2017;;
131/2017/34180;CENTRO;02/04/2017;OLEPGR;87.1 a);GRAVE;751;10/10/2017;11/12/2017;SANCI�N
131/2017/34914;CENTRO;13/04/2017;OLEPGR;87.1 a);GRAVE;751;18/10/2017;;
131/2017/34919;CENTRO;13/04/2017;OLEPGR;87.1 a);GRAVE;751;18/10/2017;22/01/2018;SANCI�N
131/2017/34924;CENTRO;12/04/2017;OLEPGR;87.1 a);GRAVE;751;18/10/2017;19/01/2018;SANCI�N
131/2017/34926;CENTRO;12/04/2017;OLEPGR;87.1 a);GRAVE;751;18/10/2017;;
131/2017/34959;CENTRO;08/04/2017;OLEPGR;87.1 a);GRAVE;751;18/10/2017;;
131/2017/34965;CENTRO;07/04/2017;OLEPGR;87.1 a);GRAVE;751;18/10/2017;;
131/2017/34985;CENTRO;14/04/2017;OLEPGR;87.1 a);GRAVE;751;18/10/2017;;
131/2017/34991;CENTRO;14/04/2017;OLEPGR;87.1 a);GRAVE;751;18/10/2017;;
131/2017/34998;CENTRO;09/04/2017;OLEPGR;87.1 a);GRAVE;751;18/10/2017;23/01/2018;SANCI�N
131/2017/35000;CENTRO;02/04/2017;OLEPGR;87.1 a);GRAVE;751;18/10/2017;22/01/2018;SANCI�N
131/2017/35007;CENTRO;02/04/2017;OLEPGR;87.1 a);GRAVE;751;18/10/2017;19/01/2018;SANCI�N
131/2017/35024;CENTRO;01/04/2017;OLEPGR;87.1 a);GRAVE;751;18/10/2017;03/01/2018;SANCI�N
131/2017/35028;CENTRO;01/04/2017;OLEPGR;87.1 a);GRAVE;751;18/10/2017;;
131/2017/35376;CENTRO;01/04/2017;OLEPGR;87.1 a);GRAVE;751;19/10/2017;;
131/2017/35417;CENTRO;02/04/2017;OLEPGR;87.1 a);GRAVE;751;19/10/2017;;
131/2017/35472;CENTRO;01/04/2017;OLEPGR;87.1 a);GRAVE;751;19/10/2017;;
131/2017/35547;CENTRO;11/02/2017;OLEPGR;87.1 a);GRAVE;751;19/10/2017;03/01/2018;SANCI�N
131/2017/35920;CENTRO;02/04/2017;OLEPGR;87.1 a);GRAVE;751;26/10/2017;;
131/2017/35957;CENTRO;02/04/2017;OLEPGR;87.1 a);GRAVE;751;26/10/2017;;
131/2017/36080;CENTRO;07/05/2017;OLEPGR;87.1 a);GRAVE;751;25/10/2017;;
131/2017/36135;CENTRO;01/05/2017;OLEPGR;87.1 a);GRAVE;751;25/10/2017;;
131/2017/36139;CENTRO;01/05/2017;OLEPGR;87.1 a);GRAVE;751;25/10/2017;;
131/2017/36147;CENTRO;13/05/2017;OLEPGR;87.1 a);GRAVE;751;25/10/2017;;
131/2017/36151;CENTRO;20/05/2017;OLEPGR;87.1 a);GRAVE;751;25/10/2017;;
131/2017/36153;CENTRO;20/05/2017;OLEPGR;87.1 a);GRAVE;751;25/10/2017;;
131/2017/36172;CENTRO;21/04/2017;OLEPGR;87.1 a);GRAVE;751;26/10/2017;;
131/2017/36185;CENTRO;22/04/2017;OLEPGR;87.1 a);GRAVE;751;26/10/2017;;
131/2017/36188;CENTRO;22/04/2017;OLEPGR;87.1 a);GRAVE;751;26/10/2017;;
131/2017/36200;CENTRO;28/04/2017;OLEPGR;87.1 a);GRAVE;751;26/10/2017;;
131/2017/36256;CENTRO;21/05/2017;OLEPGR;87.1 a);GRAVE;751;25/10/2017;22/12/2017;SANCI�N
131/2017/36269;CENTRO;21/05/2017;OLEPGR;87.1 a);GRAVE;751;25/10/2017;20/12/2017;SANCI�N
131/2017/36360;CENTRO;29/04/2017;OLEPGR;87.1 a);GRAVE;751;26/10/2017;;
131/2017/36366;CENTRO;21/04/2017;OLEPGR;87.1 a);GRAVE;751;26/10/2017;;
131/2017/36381;CENTRO;30/04/2017;OLEPGR;87.1 a);GRAVE;751;26/10/2017;;
131/2017/36409;CENTRO;21/05/2017;OLEPGR;87.1 a);GRAVE;751;26/10/2017;08/01/2018;SANCI�N
131/2017/37064;CENTRO;02/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37072;CENTRO;05/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37075;CENTRO;01/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37076;CENTRO;13/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37081;CENTRO;13/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37083;CENTRO;13/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37085;CENTRO;13/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37093;CENTRO;07/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37095;CENTRO;02/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37106;CENTRO;06/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37111;CENTRO;06/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37115;CENTRO;05/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37116;CENTRO;12/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37135;CENTRO;13/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;05/01/2018;SANCI�N
131/2017/37144;CENTRO;13/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37151;CENTRO;12/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37154;CENTRO;13/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37197;CENTRO;13/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37208;CENTRO;02/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37216;CENTRO;16/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37258;CENTRO;29/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37261;CENTRO;28/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37865;CENTRO;01/05/2017;OLEPGR;87.1 a);GRAVE;751;08/11/2017;;
131/2017/37877;CENTRO;28/05/2017;OLEPGR;87.1 a);GRAVE;751;08/11/2017;;
131/2017/38775;CENTRO;06/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38776;CENTRO;13/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;22/01/2018;SANCI�N
131/2017/38780;CENTRO;14/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;18/01/2018;SANCI�N
131/2017/38785;CENTRO;14/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38786;CENTRO;14/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38787;CENTRO;14/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38792;CENTRO;22/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38793;CENTRO;20/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38794;CENTRO;20/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38795;CENTRO;15/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38796;CENTRO;15/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38797;CENTRO;07/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38801;CENTRO;07/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38803;CENTRO;07/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38805;CENTRO;07/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38811;CENTRO;06/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38813;CENTRO;07/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38824;CENTRO;06/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38828;CENTRO;07/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38829;CENTRO;15/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38920;CENTRO;16/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38932;CENTRO;21/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38938;CENTRO;02/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38951;CENTRO;06/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38953;CENTRO;21/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38955;CENTRO;02/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38956;CENTRO;01/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38957;CENTRO;02/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38958;CENTRO;02/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38969;CENTRO;15/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38974;CENTRO;01/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/38977;CENTRO;02/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;16/01/2018;SANCI�N
131/2017/39027;CENTRO;15/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/39040;CENTRO;02/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/39043;CENTRO;15/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/39046;CENTRO;06/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/39055;CENTRO;02/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
131/2017/39093;CENTRO;17/05/2017;OLEPGR;87.1 a);GRAVE;751;16/11/2017;;
